String,Type,label,aug
I have too much cool Glock stuff.,Misdirection,1,1
FANSTASTIC DEALS,Misdirection,1,0
Only 1 Left!,Scarcity,1,0
Clean the vase and the water.,Not Dark Pattern,0,1
2 people are looking right now,Social Proof,1,0
Powered by,Not Dark Pattern,0,0
The Daisy is electric.,Not Dark Pattern,0,1
 A Date With Duchess ,Not Dark Pattern,0,0
A gift is a gift.,Not Dark Pattern,0,1
Unique and personalized products to go as yourself.,Not Dark Pattern,0,0
Corporate Responsibility Report,Not Dark Pattern,0,0
Womens Platform Shoes,Not Dark Pattern,0,0
John Boos is a man.,Not Dark Pattern,0,1
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe ,Not Dark Pattern,0,0
 Select shake flavor: ,Not Dark Pattern,0,0
You can shop all of the football.,Not Dark Pattern,0,1
 Title of Review ,Not Dark Pattern,0,0
One customer bought this article in the last 53 min.,Social Proof,1,0
 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,Not Dark Pattern,0,0
Gold Collection,Not Dark Pattern,0,0
There is card storage.,Not Dark Pattern,0,1
The Microsoft Xbox One S Wireless Controller is a wireless controller.,Not Dark Pattern,0,1
"Click here to use our website with more accessibility support, for example screen readers",Not Dark Pattern,0,0
Help us #savethefishies.,Not Dark Pattern,0,0
 Our Story ,Not Dark Pattern,0,0
"No thanks, I like full price",Misdirection,1,0
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Social Proof,1,0
James from Colonia purchased a,Social Proof,1,0
There are two free PILLOWS with the promo code.,Misdirection,1,1
Refer a friend for a lot of points!,Not Dark Pattern,0,1
"No thanks, I will pay full price.",Misdirection,1,0
It was short.,Not Dark Pattern,0,1
7 people looked at this product in the last 24 hours.,Social Proof,1,0
 Sprouting ,Not Dark Pattern,0,0
ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,Not Dark Pattern,0,0
Promaster City Remotes,Not Dark Pattern,0,0
ONLY A FEW LEFT,Scarcity,1,0
 First name * ,Not Dark Pattern,0,0
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,1,0
Limited quantity remaining,Scarcity,1,0
There are combo deals.,Not Dark Pattern,0,1
There are Carports and Garages.,Not Dark Pattern,0,1
Accord remotes,Not Dark Pattern,0,0
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,1,0
Low Stock Only 2 left,Scarcity,1,0
What people are saying about us...,Social Proof,1,0
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,1,0
Offer ends in 15hrs 1min 56sec!,Urgency,1,0
Add to Wish List(13 People Have Added),Social Proof,1,0
I would like to start shopping but I don't want to get daily email notifications about the amazing discounts on luxury brands.,Misdirection,1,1
"803 Claimed! Hurry, only a few left!",Scarcity,1,0
ONLY AVAILABLE FOR A LIMITED TIME,Urgency,1,0
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,1,0
"Yellow smoke, blue smoke, and pink orange.",Not Dark Pattern,0,1
45 ADDED TO BAG IN THE PAST 24 HOURS,Social Proof,1,0
"Jeremy in Warroad, United States purchased a",Social Proof,1,0
Hurry! 1 items left!,Scarcity,1,0
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,1,0
The pieces will be shipped as soon as they are available.,Not Dark Pattern,0,1
Men's Sports Bottoms,Not Dark Pattern,0,0
Only 2 left.,Scarcity,1,0
Only 1 items left in stock!,Scarcity,1,0
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,1,0
Only 5 pcs left!,Scarcity,1,0
"The Anaheim Ducks, the Chicago Flames, the Dallas Stars, and the Los Angeles Kings all play in the NHL.",Not Dark Pattern,0,1
Only 2 Left!,Scarcity,1,0
It's __________.,Not Dark Pattern,0,1
Only limited time is available online.,Urgency,1,1
There are Fan 888-548-5870 deals.,Misdirection,1,1
 Explore more styles from this printspiration ,Not Dark Pattern,0,0
It will be extra special if you add on something.,Misdirection,1,1
" Looks like your cart is empty, let's fix that! ",Not Dark Pattern,0,0
2049 sold in the last 7 days,Social Proof,1,0
3 left,Scarcity,1,0
How to cast on,Not Dark Pattern,0,0
Your order is reserved for 08:53 minutes!,Urgency,1,0
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,0
Immune & Well BeingLean Muscle MassWeight LossBulk GainStress,Not Dark Pattern,0,1
I'll let this offer go.,Misdirection,1,1
62 people have looked at this item in the last few hours.,Social Proof,1,0
Buy now for a limited time sale.,Urgency,1,1
Lean To Sheds,Not Dark Pattern,0,0
The chart should only be used as a guide.,Not Dark Pattern,0,1
Moroccan Rugs,Not Dark Pattern,0,0
12 customers viewed this product today!,Social Proof,1,0
There are screen print graphics.,Not Dark Pattern,0,1
Receive updates on new products.,Not Dark Pattern,0,1
Only limited time on certain models.,Urgency,1,1
Welcome Newcomer,Not Dark Pattern,0,0
Select Your Year,Not Dark Pattern,0,0
Hair type: Wavy,Not Dark Pattern,0,0
Limited Stock!,Scarcity,1,0
Availability: 5 items left,Scarcity,1,0
146 people recently purchased this.,Social Proof,1,0
Speak with our customer-care executive who will help you with your buying.,Not Dark Pattern,0,0
 Military Discount ,Not Dark Pattern,0,0
LIMITED TIME OFFER!,Urgency,1,0
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Social Proof,1,0
 Synthesis Alloy Collection ,Not Dark Pattern,0,0
ONLY 2 LEFT,Scarcity,1,0
 Terms of Service ,Not Dark Pattern,0,0
 Landofcoder can power almost ANY marketplace you think of,Not Dark Pattern,0,0
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Social Proof,1,0
I would rather pay more.,Misdirection,1,1
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Social Proof,1,0
"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",Not Dark Pattern,0,0
"No, I'll rather pay full price.",Misdirection,1,0
"In Stock, Only 1 Left!",Scarcity,1,0
 PG Picks: Skin Care for Incontinence ,Not Dark Pattern,0,0
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,1,0
Only 4 left in stock,Scarcity,1,0
Temporary Tattoos,Not Dark Pattern,0,0
All Men's brands are by Brand.,Not Dark Pattern,0,1
  ,Not Dark Pattern,0,0
Yaris Remotes,Not Dark Pattern,0,0
Animals & Action Figures,Not Dark Pattern,0,0
Tidal Waves Collection,Not Dark Pattern,0,0
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,0
How Do Our Crystals Looks in Real Life?,Not Dark Pattern,0,0
 E-Gift Cards ,Not Dark Pattern,0,0
You can grab yourself a bargain.,Misdirection,1,1
 Shop Sale by Print ,Not Dark Pattern,0,0
Hype. Home,Not Dark Pattern,0,0
Only 1 item left in stock,Scarcity,1,0
"HURRY, ONLY 1 LEFT!",Scarcity,1,0
Politics And Legislation,Not Dark Pattern,0,0
Don't miss this deal.,Urgency,1,1
High demand,Scarcity,1,0
Stone Island Junior,Not Dark Pattern,0,0
"Hurry, there is a limited time offer.",Urgency,1,1
Shoes & Clothing,Not Dark Pattern,0,0
Trending Players,Not Dark Pattern,0,0
Status:Only 3 left in stock,Scarcity,1,0
Feeding Nightwear,Not Dark Pattern,0,0
 Search Search ,Not Dark Pattern,0,0
A necklace with coins.,Not Dark Pattern,0,1
 Highlight Hover ,Not Dark Pattern,0,0
 Safe & Secure Checkout ,Not Dark Pattern,0,0
There are road closings.,Not Dark Pattern,0,1
Julie purchased a watercolor brush Pens 24 refill colors with travel case about 10 hours ago.,Social Proof,1,1
No 10% off your first order is included in the offer.,Urgency,1,1
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,1,0
Every Purchase Helps Your NRA:,Not Dark Pattern,0,0
ONLY 4 LEFT,Scarcity,1,0
 shop all ,Not Dark Pattern,0,0
The day began with a bang.,Urgency,1,1
Kicks Remotes,Not Dark Pattern,0,0
"No Thanks, I'll Pay Full Price",Misdirection,1,0
People have viewed this item.,Social Proof,1,1
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,0
Striped Tops,Not Dark Pattern,0,0
Delivery and returns.,Not Dark Pattern,0,1
"This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.",Not Dark Pattern,0,0
Arrow,Not Dark Pattern,0,0
Juniors' Shoes,Not Dark Pattern,0,0
It is RsINR.,Not Dark Pattern,0,1
ADD WORLD'S MOST COMFORTABLE CHAIRS,Misdirection,1,0
The Keeper of Lost Things is recommended by me.,Not Dark Pattern,0,1
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,Not Dark Pattern,0,0
Remove selected car filter,Not Dark Pattern,0,0
Only 1 Left in Stock!,Scarcity,1,0
Frequently Asked Questions,Not Dark Pattern,0,0
Anniversary: Occasion.,Not Dark Pattern,0,1
No free membership is required to order without it.,Misdirection,1,1
232 people are viewing this offer!,Social Proof,1,0
 Indoor Festive Lights ,Not Dark Pattern,0,0
There is a necklace with coins.,Not Dark Pattern,0,1
The flash sale is over.,Urgency,1,1
Other Items On Special Offer:,Misdirection,1,0
"No thanks, I hate cool stuff",Misdirection,1,0
STOCK IS GUARANTEED FOR 60 MINUTES,Urgency,1,0
61 people have already bought that product today with 50% discount,Social Proof,1,0
The world's most robust cattle.,Misdirection,1,1
The lace is black and silver.,Not Dark Pattern,0,1
1 day 08:15:25,Urgency,1,0
HURRY! ONLY 19 LEFT IN STOCK.,Scarcity,1,0
Aromatherapy ,Not Dark Pattern,0,0
White Camo Windbreaker - Rock N' Roll,Not Dark Pattern,0,0
"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",Social Proof,1,0
LIMITED QUANTITY,Scarcity,1,0
This wine has been purchased by 24 people.,Social Proof,1,1
Are you ready for your NHL jersey?,Not Dark Pattern,0,1
Limited quantity! ,Scarcity,1,0
"Michael in Pontiac, United States purchased a",Social Proof,1,0
Chatting,Not Dark Pattern,0,0
 View All Parts ,Not Dark Pattern,0,0
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Social Proof,1,0
228 People Have Viewed This Product Recently!,Social Proof,1,0
Bob's For Business,Not Dark Pattern,0,0
With 1-year Care Subscription 10 days history,Misdirection,1,0
Only 7 left in stock.,Scarcity,1,0
IN HIGH DEMAND!,Scarcity,1,0
Uncheck the box if you prefer not to receive email updates.,Misdirection,1,0
Tight Bud,Not Dark Pattern,0,0
The store is closed.,Not Dark Pattern,0,1
"Within 10:00, you will be activated.",Urgency,1,1
Baby Cross Stitch & Embroidery Patterns,Not Dark Pattern,0,0
Hurry up! Sale Ends in,Urgency,1,0
Pay weekly ,Not Dark Pattern,0,0
SUBSCRIPTION SUCCESSFUL. THANK YOU!,Not Dark Pattern,0,0
 Lawn Mowers ,Not Dark Pattern,0,0
20 units left,Scarcity,1,0
MyStore,Not Dark Pattern,0,0
117 people have viewed this item in the last 7 days.,Social Proof,1,0
Glasses and Goggles,Not Dark Pattern,0,0
Let's fix your cart because it looks empty.,Not Dark Pattern,0,1
40 users are currently active on our website just now.,Social Proof,1,0
Limited Time!,Urgency,1,0
 Item added to cart. View cart and check out. Close ,Not Dark Pattern,0,0
There is a limited time sale.,Urgency,1,1
Long African American Wigs,Not Dark Pattern,0,0
The cart will be reserved for a short time.,Urgency,1,1
Different Types of Gold,Not Dark Pattern,0,0
Doorbells and insturments.,Not Dark Pattern,0,1
John Boos,Not Dark Pattern,0,0
There are disposable washcloths.,Not Dark Pattern,0,1
Stay Connected,Not Dark Pattern,0,0
Shop now for a limited time.,Urgency,1,1
Explosive Offers! 80% Off Everything 07:25:41,Urgency,1,0
ted pullin,Not Dark Pattern,0,1
Remaining time is limited.,Urgency,1,1
There is a combination.,Not Dark Pattern,0,1
The American Diamond Earrings are made of diamonds.,Not Dark Pattern,0,1
Only 16531 items left in stock!,Scarcity,1,0
I don't want good deals.,Misdirection,1,1
Other people want this. 10 people have this in their cart right now.,Social Proof,1,0
The United States purchased William in Pago Pago.,Social Proof,1,1
Quick Release,Not Dark Pattern,0,0
 BACK TO TOP ,Not Dark Pattern,0,0
Only: 9 in stock now,Scarcity,1,0
You can reserve items in your cart.,Urgency,1,1
"If you would like to receive promotional offers from selected third parties, please tick here if you don't want to receive promotional offers by post.",Misdirection,1,1
994 items sold this hour.,Social Proof,1,0
"No thanks, I'd rather pay more",Misdirection,1,0
 Zero Gravity Lift Chairs ,Not Dark Pattern,0,0
Only 1 left,Scarcity,1,0
"William in Pago Pago, United States purchased a",Social Proof,1,0
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof,1,0
JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,Not Dark Pattern,0,0
"No, I'd rather pay full price.",Misdirection,1,0
Time remaining: 04:50,Urgency,1,0
Plus Size Graphic Tops,Not Dark Pattern,0,0
0011Days:0088Hours:4411Minutes:21125445Seconds,Urgency,1,0
" is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",Not Dark Pattern,0,0
Power Button Covers,Not Dark Pattern,0,0
Cracked Nipples,Not Dark Pattern,0,0
Website Accessibility,Not Dark Pattern,0,0
Rate & Review ,Not Dark Pattern,0,0
 Contact Lens Washer ,Not Dark Pattern,0,0
 Gemstone softwares ,Not Dark Pattern,0,0
"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",Not Dark Pattern,0,0
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,1,0
15% off on Naomi Home with coupon 9N03.,Urgency,1,1
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Social Proof,1,0
 Out of Stock! ,Not Dark Pattern,0,0
"Carl F. from Fort Ann, NY bought a King",Social Proof,1,0
Romper Swimwear,Not Dark Pattern,0,0
"Hurry, Limited Time Offer! 11:25",Urgency,1,0
How White Cloud Prevents E-Cig Sales to Minors Read More ➞,Not Dark Pattern,0,0
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,Urgency,1,0
Click here to collect T&C.,Not Dark Pattern,0,1
A date with a famous person.,Not Dark Pattern,0,1
I don't want to hear about exclusive offers and discounts.,Misdirection,1,1
In stock | 44 left,Scarcity,1,0
Primary Arms Scopes,Not Dark Pattern,0,0
 Cordless Phones For Seniors ,Not Dark Pattern,0,0
The Royal Python Vivariums.,Not Dark Pattern,0,1
ONLY 8 LEFT,Scarcity,1,0
Installation InstructionsPolicies & Terms of UseFinancingSite Map,Not Dark Pattern,0,0
"Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.",Not Dark Pattern,0,0
Compare at,Misdirection,1,0
Your order is reserved for 29:52 minutes!,Urgency,1,0
Plus Size Shirts and Blouses,Not Dark Pattern,0,0
Canvas Wall Art,Not Dark Pattern,0,0
"N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.",Not Dark Pattern,0,0
ONLY 4 LEFT!,Scarcity,1,0
Shipping and Duties,Not Dark Pattern,0,0
Share this product,Not Dark Pattern,0,0
GCC Compliance,Not Dark Pattern,0,0
"Hours after the sale ends, it will be 60 percent off.",Urgency,1,1
LightInTheBox 掲載記事,Not Dark Pattern,0,0
You can select your year.,Not Dark Pattern,0,1
Your order will be ready for 09:35 minutes.,Urgency,1,1
Mental processing aids.,Not Dark Pattern,0,1
BSA FAC Air Rifles,Not Dark Pattern,0,0
Box Springs and foundations.,Not Dark Pattern,0,1
Your AccountTrack Your OrdersJoin Celebrations Passport,Not Dark Pattern,0,0
$132.90 99 cents,Misdirection,1,1
Left to buy.,Urgency,1,1
"Hurry, only 1 left in stock!",Scarcity,1,0
Only one left in stock - order soon!,Scarcity,1,0
"Great prices, professional customer services",Not Dark Pattern,0,0
