String,Type,label,predicate
"No Thanks, I Don't Like Saving Money.",Misdirection,1,Confirmshaming
I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,Not Dark Pattern,0,None
Activate within 0:30:00,Urgency,1,Countdown Timers
"Only 3 left , In Stock",Scarcity,1,Low-stock Messages
Bottoms Deals,Not Dark Pattern,0,None
Keep up with crankbrothers,Not Dark Pattern,0,None
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Social Proof,1,Activity Notifications
"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",Not Dark Pattern,0,None
Only 9 units left in stock online.,Scarcity,1,Low-stock Messages
HURRY! Only a few left in stock!,Scarcity,1,Low-stock Messages
 Highlight Hover ,Not Dark Pattern,0,None
 Kyanite Beads ,Not Dark Pattern,0,None
Nighty For Honeymoon,Not Dark Pattern,0,None
62 people have looked at this item in the last few hours.,Social Proof,1,Activity Notifications
Only 1 left In Stock,Scarcity,1,Low-stock Messages
"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",Social Proof,1,Activity Notifications
1day21:04:58,Urgency,1,Countdown Timers
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Website Accessibility,Not Dark Pattern,0,None
Hurry! This special sale ends in 2h 42m 0s,Urgency,1,Countdown Timers
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,1,Activity Notifications
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern,0,None
I'd rather pay full price,Misdirection,1,Confirmshaming
› Sub Ohm Juice,Not Dark Pattern,0,None
Hurry Up ! Just 2 Items Left in stock,Scarcity,1,Low-stock Messages
Parad Combo Deals ,Not Dark Pattern,0,None
Grab yourself a bargain!,Misdirection,1,Pressured Selling
SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,Not Dark Pattern,0,None
 Item added to cart. View cart and check out. Close ,Not Dark Pattern,0,None
 Upcoming Events ,Not Dark Pattern,0,None
"No thanks, I don't like saving money",Misdirection,1,Confirmshaming
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1,Confirmshaming
On Sale! Limited Time Offer!,Urgency,1,Limited-time Messages
"Hurry, only 1 left in stock!",Scarcity,1,Low-stock Messages
3 other people are currently viewing this item.,Social Proof,1,Activity Notifications
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,Pressured Selling
"no thanks, I hate fun & games",Misdirection,1,Confirmshaming
Celebrity Synthetic Wigs,Not Dark Pattern,0,None
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Urgency,1,Countdown Timers
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Urgency,1,Limited-time Messages
🔥👁️ 1 person is viewing this.,Social Proof,1,Activity Notifications
-90% discount if you order within 9:55:44,Urgency,1,Countdown Timers
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
"19,302 people have added this item to cart",Social Proof,1,Activity Notifications
3 items left,Scarcity,1,Low-stock Messages
Partnerships,Not Dark Pattern,0,None
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,1,Countdown Timers
"No thanks, I don't like getting free stuff.",Misdirection,1,Confirmshaming
"Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",Not Dark Pattern,0,None
407 customers have viewed this item recently,Social Proof,1,Activity Notifications
"No thanks, I'm not interested",Misdirection,1,Confirmshaming
 Sign In With Google ,Not Dark Pattern,0,None
11 people have purchased this item,Social Proof,1,Activity Notifications
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,1,Countdown Timers
40 users are currently active on our website just now.,Social Proof,1,Activity Notifications
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,Activity Notifications
Only 4 left in stock,Scarcity,1,Low-stock Messages
TSX Remotes,Not Dark Pattern,0,None
"No thanks, I don't like winning.",Misdirection,1,Confirmshaming
Only 1 left!,Scarcity,1,Low-stock Messages
Only 11 left!,Scarcity,1,Low-stock Messages
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,Urgency,1,Countdown Timers
"Rick in Columbia, United States purchased a",Social Proof,1,Activity Notifications
Wall art,Not Dark Pattern,0,None
Surgical & Face Masks,Not Dark Pattern,0,None
Hurry Up ! Time is running out,Urgency,1,Limited-time Messages
Devices ,Not Dark Pattern,0,None
Your first payment will be due on the day of your purchase.*,Not Dark Pattern,0,None
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,1,Low-stock Messages
Product Feature,Not Dark Pattern,0,None
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,1,Activity Notifications
Royal Python Vivariums,Not Dark Pattern,0,None
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,1,Countdown Timers
"[NO THANKS, I'LL JUST WALK]",Misdirection,1,Confirmshaming
3 Left!,Scarcity,1,Low-stock Messages
12 recently purchased it.,Social Proof,1,Activity Notifications
"ONCE IT'S GONE, IT'S GONE",Scarcity,1,Low-stock Messages
Act now and save $12.99. Limited time only!,Urgency,1,Limited-time Messages
Cropped Jeans,Not Dark Pattern,0,None
This campaign was taken down for content reasons,Not Dark Pattern,0,None
 All Personalised Gifts ,Not Dark Pattern,0,None
"No thanks, I don't like to save",Misdirection,1,Confirmshaming
"No, I don't feel lucky",Misdirection,1,Confirmshaming
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Social Proof,1,Activity Notifications
 Gemstone softwares ,Not Dark Pattern,0,None
143 BOUGHT,Social Proof,1,Activity Notifications
Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild,Not Dark Pattern,0,None
Functional Cookies,Not Dark Pattern,0,None
We only have 5 left!,Scarcity,1,Low-stock Messages
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,Urgency,1,Countdown Timers
ONLY 20 LEFT IN STOCK,Scarcity,1,Low-stock Messages
Heat Mats & Strips,Not Dark Pattern,0,None
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero.,Urgency,1,Countdown Timers
Auto Delivery Program,Not Dark Pattern,0,None
Personalize your doll,Misdirection,1,Trick Questions
I don't like discounts,Misdirection,1,Trick Questions
No thanks. I'd rather pay full price.,Misdirection,1,Confirmshaming
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,1,Activity Notifications
Low Stock Alert: Only 8 left in inventory,Scarcity,1,Low-stock Messages
"For a second, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,Limited-time Messages
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,Pressured Selling
WhiteBoho Rose Comforter and Sham Set,Not Dark Pattern,0,None
"No thanks, I'd like 0% off",Misdirection,1,Confirmshaming
"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",Social Proof,1,Activity Notifications
 End Tables,Not Dark Pattern,0,None
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Social Proof,1,Activity Notifications
 WWE New Arrivals ,Not Dark Pattern,0,None
 Women's Bags ,Not Dark Pattern,0,None
Your order is reserved for 09:14 minutes! ,Urgency,1,Countdown Timers
"William in Pago Pago, United States purchased a",Social Proof,1,Activity Notifications
13 people have added this to their cart,Social Proof,1,Activity Notifications
Limited Time Only! 20% Off,Urgency,1,Limited-time Messages
Only 2 left in stock,Scarcity,1,Low-stock Messages
"No thanks, I'm not interested",Misdirection,1,Confirmshaming
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",Social Proof,1,Activity Notifications
Homeware Trends,Not Dark Pattern,0,None
Limited time offer.,Urgency,1,Limited-time Messages
Your order is reserved for 09:14 minutes! ,Urgency,1,Countdown Timers
"Only 5 left , In Stock",Scarcity,1,Low-stock Messages
Offer ends 0Hours:04Minutes:46Seconds,Urgency,1,Countdown Timers
Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,Not Dark Pattern,0,None
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1,Trick Questions
Score! You've Qualified for a Checkout Bonus,Misdirection,1,Pressured Selling
Hurry up! 6 people other than you have this product in their cart,Social Proof,1,Activity Notifications
ONLY 3 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
Crystal Shivlingas ,Not Dark Pattern,0,None
 Cooling & Air Treatment ,Not Dark Pattern,0,None
Only 1 left!,Scarcity,1,Low-stock Messages
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1,Pressured Selling
Ericdress Summer Patchwork Polyester Long Women's Tank Top,Not Dark Pattern,0,None
"NO THANKS, I DON’T MIND MISSING OUT",Misdirection,1,Confirmshaming
on Freight,Not Dark Pattern,0,None
 SAA Oil & Acrylic Brushes ,Not Dark Pattern,0,None
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1,Limited-time Messages
I already have this item. Do not add this to cart,Misdirection,1,Trick Questions
-90% discount if you order within 9:55:44,Urgency,1,Countdown Timers
 Show Password ,Not Dark Pattern,0,None
*,Not Dark Pattern,0,None
Only 2 items left,Scarcity,1,Low-stock Messages
Hurry! Only 9 left in stock.,Scarcity,1,Low-stock Messages
Hurry up! Only 4 left in stock,Scarcity,1,Low-stock Messages
Temporary Tattoos,Not Dark Pattern,0,None
 Learn More ,Not Dark Pattern,0,None
Hurry! Only a few of these left,Scarcity,1,Low-stock Messages
Items reserved for 15:00,Urgency,1,Countdown Timers
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,Pressured Selling
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0,None
 dFresh - Fresh Products ,Not Dark Pattern,0,None
ONLY 9 LEFT,Scarcity,1,Low-stock Messages
TVs,Not Dark Pattern,0,None
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1,Pressured Selling
 Businesses in the EU buying from a business in the same country are also charged VAT.,Not Dark Pattern,0,None
Gift Wrapping Supplies,Not Dark Pattern,0,None
Synthesis E-MTB Carbon Wheelset,Not Dark Pattern,0,None
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,Urgency,1,Countdown Timers
Tretorn,Not Dark Pattern,0,None
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Urgency,1,Limited-time Messages
BOTTLES LEFT 3,Scarcity,1,Low-stock Messages
NFL Enterprises LLC. All Rights Reserved.,Not Dark Pattern,0,None
"Nah, I like paying full price",Misdirection,1,Confirmshaming
"NO THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,Confirmshaming
6 customers have this in their basket,Social Proof,1,Activity Notifications
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0,None
What could have caused this?,Not Dark Pattern,0,None
"No thanks, I'll pay full price!",Misdirection,1,Confirmshaming
Only 16 Left in Stock!,Scarcity,1,Low-stock Messages
Low in stock: only 2 left.,Scarcity,1,Low-stock Messages
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1,Pressured Selling
19 people viewed this product per day,Social Proof,1,Activity Notifications
"No thanks, I despise coupons!",Misdirection,1,Confirmshaming
Customer also shopped for,Misdirection,1,Pressured Selling
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Urgency,1,Countdown Timers
"No thanks, I don’t like fun and games.",Misdirection,1,Confirmshaming
 Sports Bras ,Not Dark Pattern,0,None
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Social Proof,1,Activity Notifications
Explore The NRA Universe Of Websites,Not Dark Pattern,0,None
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1,Trick Questions
Jewelry and Watches,Not Dark Pattern,0,None
Competitor Price: $172.00,Misdirection,1,Pressured Selling
"No Thanks, I Don't Want a Free Gift",Misdirection,1,Confirmshaming
View All Apartment,Not Dark Pattern,0,None
"No Thanks, I prefer not to have a protection plan",Misdirection,1,Confirmshaming
7 people have it in their cart,Social Proof,1,Activity Notifications
"Mounif in Pittsburgh, United States purchased",Social Proof,1,Activity Notifications
"No thanks, I don’t want to save",Misdirection,1,Confirmshaming
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Social Proof,1,Activity Notifications
Items reserved for 15:00,Urgency,1,Countdown Timers
FREE SHIPPING // FOR A LIMITED TIME ONLY,Urgency,1,Limited-time Messages
(only 5 left),Scarcity,1,Low-stock Messages
Frequently Asked Questions,Not Dark Pattern,0,None
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,Not Dark Pattern,0,None
11 people viewed this today!,Social Proof,1,Activity Notifications
 Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy ,Not Dark Pattern,0,None
MyStore,Not Dark Pattern,0,None
Search Result:Search Results: ,Not Dark Pattern,0,None
You have no items in your basket.,Not Dark Pattern,0,None
Synthesis E-MTB Alloy Rear Wheel,Not Dark Pattern,0,None
Candy Melts,Not Dark Pattern,0,None
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Social Proof,1,Activity Notifications
White Plus Size Clothing,Not Dark Pattern,0,None
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,Trick Questions
Hot Offer. Limited Time,Urgency,1,Limited-time Messages
Only 1 left in stock,Scarcity,1,Low-stock Messages
I'd rather not save,Misdirection,1,Confirmshaming
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Urgency,1,Limited-time Messages
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Social Proof,1,Activity Notifications
Was this product description useful?YesNo,Not Dark Pattern,0,None
With 1-year Care Subscription 10 days history,Misdirection,1,Pressured Selling
 Hairy Chest T-Shirt And Shorts Combo ,Not Dark Pattern,0,None
Solar Powered Paw Print Ground Light,Not Dark Pattern,0,None
Only 1 left!,Scarcity,1,Low-stock Messages
 shop by trend ,Not Dark Pattern,0,None
"No thanks, I'll pay full price",Misdirection,1,Confirmshaming
"No thanks, I don't like promotions and exclusive content.",Misdirection,1,Confirmshaming
$132.90 $99.00,Misdirection,1,Pressured Selling
Necessary Protection..,Misdirection,1,Pressured Selling
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1,Activity Notifications
Subscribe & Save (15%): $ 16.99,Misdirection,1,Pressured Selling
Use the domain shortly after payment,Not Dark Pattern,0,None
