Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Social Proof,Activity Notifications,3 other people are currently viewing this item.,<num> other person are currently view this item,146,3 other people are currently viewing this item.,<num> other person are currently view this item
Misdirection,Pressured Selling,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,did you know that shaver heads need replacing every <num> - <num> months get the shaver guard cleaning spray to extend its life for up to another <num> months,390,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,did you know that shaver heads need replacing every <num> - <num> months get the shaver guard cleaning spray to extend its life for up to another <num> months
Misdirection,Confirmshaming,"no thanks, I hate fun & games",no thanks i hate fun games,305,"no thanks, I hate fun & games",no thanks i hate fun games
Social Proof,Activity Notifications,🔥👁️ 1 person is viewing this.,<num> person is view this,128,🔥👁️ 1 person is viewing this.,<num> person is view this
Social Proof,Activity Notifications,"19,302 people have added this item to cart",<num> person have added this item to cart,4,17 people have added this item to cart,<num> person have added this item to cart
Misdirection,Confirmshaming,"No thanks, I don't like getting free stuff.",no thanks i don t like getting free stuff,332,"No thanks, I don't like getting free stuff.",no thanks i don t like getting free stuff
Social Proof,Activity Notifications,407 customers have viewed this item recently,<num> customers have view this item recently,140,407 customers have viewed this item recently,<num> customers have view this item recently
Misdirection,Confirmshaming,"No thanks, I'm not interested",no thanks i m not interested,291,"No thanks, I'm not interested",no thanks i m not interested
Social Proof,Activity Notifications,11 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Social Proof,Activity Notifications,40 users are currently active on our website just now.,<num> users are currently active on our website just now,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Social Proof,Activity Notifications,OH SO POPULAR! 21 bought in the last 7 days.,oh so popular <num> bought in the last <num> days,29,OH SO POPULAR! 21 bought in the last 7 days.,oh so popular <num> bought in the last <num> days
Misdirection,Confirmshaming,"No thanks, I don't like winning.",no thanks i don t like winning,276,"No thanks, I don't like winning",no thanks i don t like winning
Social Proof,Activity Notifications,"Rick in Columbia, United States purchased a",rick in columbia united states purchase a,87,"Rick in Columbia, United States purchased a",rick in columbia united states purchase a
Social Proof,Activity Notifications,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",mark in richmond hill united states purchase a fugoo tough <num> minutes ago,212,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",mark in richmond hill united states purchase a fugoo tough <num> minutes ago
Misdirection,Confirmshaming,"[NO THANKS, I'LL JUST WALK]",no thanks i ll just walk,300,"[NO THANKS, I'LL JUST WALK]",no thanks i ll just walk
Social Proof,Activity Notifications,12 recently purchased it.,<num> recent purchase it,16,12 recently purchased it.,<num> recent purchase it
Misdirection,Confirmshaming,"No thanks, I don't like to save",no thanks i don t like to save,277,"No thanks, I don't like to save",no thanks i don t like to save
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago,253,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago
Social Proof,Activity Notifications,143 BOUGHT,<num> bought,5,143 BOUGHT,<num> bought
Misdirection,Trick Questions,Personalize your doll,personalize your doll,418,Personalize your doll,personalize your doll
Misdirection,Trick Questions,I don't like discounts,i don t like discounts,424,I don't like discounts,i don t like discounts
Misdirection,Confirmshaming,No thanks. I'd rather pay full price.,no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago,82,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago
Misdirection,Pressured Selling,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,don t miss on these awesome items don t miss on our table decoration system,392,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,don t miss on these awesome items don t miss on our table decoration system
Misdirection,Confirmshaming,"No thanks, I'd like 0% off",no thanks i d like <num> off,341,"No thanks, I'd like 0% off",no thanks i d like <num> off
Social Proof,Activity Notifications,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",matthew in charleston south carolina just purchase the puffy lux mattress,21,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",matthew in charleston south carolina just purchase the puffy lux mattress
Social Proof,Activity Notifications,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,someone bought hype blue large splat kids leggings,92,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,someone bought hype blue large splat kids leggings
Social Proof,Activity Notifications,"William in Pago Pago, United States purchased a",william in pago pago united states purchase a,154,"William in Pago Pago, United States purchased a",william in pago pago united states purchase a
Social Proof,Activity Notifications,13 people have added this to their cart,<num> person have added this to their cart,116,13 people have added this to their cart,<num> person have added this to their cart
Misdirection,Confirmshaming,"No thanks, I'm not interested",no thanks i m not interested,291,"No thanks, I'm not interested",no thanks i m not interested
Social Proof,Activity Notifications,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago,198,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago
Misdirection,Trick Questions,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties,428,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties
Misdirection,Pressured Selling,Score! You've Qualified for a Checkout Bonus,score you ve qualified for a checkout bonus,374,Score! You've Qualified for a Checkout Bonus,score you ve qualified for a checkout bonus
Social Proof,Activity Notifications,Hurry up! 6 people other than you have this product in their cart,hurry up <num> person other than you have this product in their cart,18,Hurry up! 22 people other than you have this product in their cart,hurry up <num> person other than you have this product in their cart
