Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Social Proof,Activity Notifications,41 plus verified purchases over the weekend,<num> plus verified purchase over the weekend,270,41 plus verified purchases over the weekend,<num> plus verified purchase over the weekend
Misdirection,Confirmshaming,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price,302,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price
Misdirection,Pressured Selling,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item,509,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item
Misdirection,Pressured Selling,ADD WORLD'S MOST COMFORTABLE CHAIRS,add world s most comfortable chairs,501,ADD WORLD'S MOST COMFORTABLE CHAIRS,add world s most comfortable chairs
Misdirection,Pressured Selling,Add extended warranty for the full experience pre selected,add extended warranty for the full experience pre selected,493,Add extended warranty for the full experience pre selected,add extended warranty for the full experience pre selected
Social Proof,Activity Notifications,232 people are viewing this offer!,<num> person are view this offer,213,232 people are viewing this offer!,<num> person are view this offer
Misdirection,Pressured Selling,Other Items On Special Offer:,other items on special offer,411,Other Items On Special Offer:,other items on special offer
Misdirection,Confirmshaming,"No thanks, I hate cool stuff",no thanks i hate cool stuff,328,"No thanks, I hate cool stuff",no thanks i hate cool stuff
Social Proof,Activity Notifications,61 people have already bought that product today with 50% discount,<num> person have already bought that product today with <num> discount,168,61 people have already bought that product today with 50% discount,<num> person have already bought that product today with <num> discount
Misdirection,Pressured Selling,To keep VIP access proceed with the recommended Pro plan,to keep vip access proceed with the recommended pro plan,428,To keep VIP access proceed with the recommended Pro plan,to keep vip access proceed with the recommended pro plan
Social Proof,Activity Notifications,"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",someone in saint kilda victoria purchase frank queen size bed base,100,"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",someone in saint kilda victoria purchase frank queen size bed base
Social Proof,Activity Notifications,18 plus verified purchases this week,<num> plus verified purchase this week,33,18 plus verified purchases this week,<num> plus verified purchase this week
Social Proof,Activity Notifications,"Michael in Pontiac, United States purchased a",michael in pontiac united states purchase a,25,"Michael in Pontiac, United States purchased a",michael in pontiac united states purchase a
Social Proof,Activity Notifications,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",trey in sparta united states purchase stealth angel ultra lightweight portable sleeping bag about <num> minutes ago,123,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",trey in sparta united states purchase stealth angel ultra lightweight portable sleeping bag about <num> minutes ago
Social Proof,Activity Notifications,228 People Have Viewed This Product Recently!,<num> person have view this product recent,181,228 People Have Viewed This Product Recently!,<num> person have view this product recent
Misdirection,Pressured Selling,With 1-year Care Subscription 10 days history,with <num> -year care subscription <num> days history,460,With 1-year Care Subscription 10 days history,with <num> -year care subscription <num> days history
Misdirection,Trick Questions,Uncheck the box if you prefer not to receive email updates.,uncheck the box if you prefer not to receive email updates,558,Uncheck the box if you prefer not to receive email updates.,uncheck the box if you prefer not to receive email updates
Social Proof,Activity Notifications,117 people have viewed this item in the last 7 days.,<num> person have view this item in the last <num> days,180,117 people have viewed this item in the last 7 days.,<num> person have view this item in the last <num> days
Social Proof,Activity Notifications,40 users are currently active on our website just now.,<num> users are currently active on our website just now,26,339 users are currently active on our website,<num> users are currently active on our website
Misdirection,Pressured Selling,Continue to claim your discount voucher auto applies at checkout,continue to claim your discount voucher auto applies at checkout,477,Continue to claim your discount voucher auto applies at checkout,continue to claim your discount voucher auto applies at checkout
Social Proof,Activity Notifications,Other people want this. 10 people have this in their cart right now.,other person want this <num> person have this in their cart now,75,Other people want this. 10 people have this in their cart right now.,other person want this <num> person have this in their cart now
Social Proof,Activity Notifications,Most picked in the last next Monday,most picked in the last next monday,83,Most picked in the last next Monday,most picked in the last next monday
Misdirection,Pressured Selling,Add cloud backup for the full experience pre selected,add cloud backup for the full experience pre selected,491,Add cloud backup for the full experience pre selected,add cloud backup for the full experience pre selected
Social Proof,Activity Notifications,994 items sold this hour.,<num> items sold this hour,207,994 items sold this hour.,<num> items sold this hour
Misdirection,Confirmshaming,"No thanks, I'd rather pay more",no thanks i d rather pay more,307,"No thanks, I'd rather pay more",no thanks i d rather pay more
Social Proof,Activity Notifications,"William in Pago Pago, United States purchased a",william in pago pago united states purchase a,110,"William in Pago Pago, United States purchased a",william in pago pago united states purchase a
Social Proof,Activity Notifications,"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",jonathan in syracuse united states just bought electric skateboard battery pack <num> v <num> s <num> p <num> hours ago,263,"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",jonathan in syracuse united states just bought electric skateboard battery pack <num> v <num> s <num> p <num> hours ago
Misdirection,Confirmshaming,"No, I'd rather pay full price.",no i d rather pay full price,299,No thanks. I'd rather pay full price.,no thanks i d rather pay full price
Social Proof,Activity Notifications,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin,62,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin
Social Proof,Activity Notifications,Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,someone in yanchep bought a <num> mm mechanical performance boost gauge - blue white <num> seconds ago,92,Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,someone in yanchep bought a <num> mm mechanical performance boost gauge - blue white <num> seconds ago
