String,Type,label,predicate
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",Social Proof,1,Activity Notifications
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,Not Dark Pattern,0,None
LOW STOCK (ONLY 10 LEFT!),Scarcity,1,Low-stock Messages
23 People viewing this product,Social Proof,1,Activity Notifications
Baby & Toddler Toys,Not Dark Pattern,0,None
Trowels & Putty Knife,Not Dark Pattern,0,None
3 PEOPLE VIEWING,Social Proof,1,Activity Notifications
LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Sale ends soon,Urgency,1,Limited-time Messages
2 items left,Scarcity,1,Low-stock Messages
ONLY 20 LEFT IN STOCK,Scarcity,1,Low-stock Messages
"We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services.",Not Dark Pattern,0,None
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,Scarcity,1,High-demand Messages
Best Deals of the Month: April Edition,Not Dark Pattern,0,None
View all Ink categories,Not Dark Pattern,0,None
Only 5 left in stock,Scarcity,1,Low-stock Messages
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Social Proof,1,Activity Notifications
Laundry & Cleaning,Not Dark Pattern,0,None
"Someone in DOVER, United States just bought Crew 15 mins ago",Social Proof,1,Activity Notifications
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Urgency,1,Limited-time Messages
Upcoming Events,Not Dark Pattern,0,None
Golf Shop,Not Dark Pattern,0,None
Loading interface...,Not Dark Pattern,0,None
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,Not Dark Pattern,0,None
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Social Proof,1,Activity Notifications
Bento Lunch Boxes & Food Containers,Not Dark Pattern,0,None
Only 4 copies left,Scarcity,1,Low-stock Messages
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,1,Activity Notifications
Shop Safely And Securely,Not Dark Pattern,0,None
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Social Proof,1,Activity Notifications
660 people have viewed today,Social Proof,1,Activity Notifications
| Add to Compare,Not Dark Pattern,0,None
Value of Product,Not Dark Pattern,0,None
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Social Proof,1,Activity Notifications
No thanks. I don’t want deals.,Misdirection,1,Confirmshaming
"No thanks, I don't like exclusive offers",Misdirection,1,Confirmshaming
"Hurry, Limited Time Offer! 11:25",Urgency,1,Countdown Timers
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,1,Countdown Timers
Shop now. Pay later. Always interest-free,Not Dark Pattern,0,None
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Social Proof,1,Activity Notifications
Intercoastal Performance Pant - True Navy,Not Dark Pattern,0,None
"No Thanks, I'll let this offer sail away",Misdirection,1,Confirmshaming
"Sponges, Mitts & Bath Brushes",Not Dark Pattern,0,None
School Shoes,Not Dark Pattern,0,None
Moonstone Beads,Not Dark Pattern,0,None
new merch coming soon,Not Dark Pattern,0,None
Synthesis E-MTB Alloy Rear Wheel,Not Dark Pattern,0,None
Returns / Warranty,Not Dark Pattern,0,None
Flowers Trivia:,Not Dark Pattern,0,None
FOR A LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Someone from Airdrie & 10820 others bought this item recently.,Social Proof,1,Activity Notifications
"Nah, I like paying full price",Misdirection,1,Confirmshaming
FANSTASTIC DEALS,Misdirection,1,Pressured Selling
Only 1 Left!,Scarcity,1,Low-stock Messages
Victoria Victoria Beckham,Not Dark Pattern,0,None
2 people are looking right now,Social Proof,1,Activity Notifications
Powered by,Not Dark Pattern,0,None
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0,None
A Date With Duchess,Not Dark Pattern,0,None
Intercoms & Doorbells,Not Dark Pattern,0,None
Unique and personalized products to go as yourself.,Not Dark Pattern,0,None
Corporate Responsibility Report,Not Dark Pattern,0,None
Womens Platform Shoes,Not Dark Pattern,0,None
cm in,Not Dark Pattern,0,None
PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe,Not Dark Pattern,0,None
Select shake flavor:,Not Dark Pattern,0,None
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",Not Dark Pattern,0,None
Title of Review,Not Dark Pattern,0,None
One customer bought this article in the last 53 min.,Social Proof,1,Activity Notifications
Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size,Not Dark Pattern,0,None
Gold Collection,Not Dark Pattern,0,None
Pay With:,Not Dark Pattern,0,None
Thin and tough - protects from minor scratches,Not Dark Pattern,0,None
"Click here to use our website with more accessibility support, for example screen readers",Not Dark Pattern,0,None
Help us #savethefishies.,Not Dark Pattern,0,None
Our Story,Not Dark Pattern,0,None
"No thanks, I like full price",Misdirection,1,Confirmshaming
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Social Proof,1,Activity Notifications
James from Colonia purchased a,Social Proof,1,Activity Notifications
No thanks. I prefer paying full price.,Misdirection,1,Confirmshaming
Shotgun Bore Mops,Not Dark Pattern,0,None
"No thanks, I will pay full price.",Misdirection,1,Confirmshaming
Help us #savethefishies.,Not Dark Pattern,0,None
7 people looked at this product in the last 24 hours.,Social Proof,1,Activity Notifications
Sprouting,Not Dark Pattern,0,None
ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,Not Dark Pattern,0,None
Promaster City Remotes,Not Dark Pattern,0,None
ONLY A FEW LEFT,Scarcity,1,Low-stock Messages
First name *,Not Dark Pattern,0,None
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,1,Activity Notifications
Limited quantity remaining,Scarcity,1,Low-stock Messages
Payment Methods,Not Dark Pattern,0,None
Product Tagline,Not Dark Pattern,0,None
Accord remotes,Not Dark Pattern,0,None
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,1,Activity Notifications
Low Stock Only 2 left,Scarcity,1,Low-stock Messages
What people are saying about us...,Social Proof,1,Testimonials of Uncertain Origin
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,1,Activity Notifications
Offer ends in 15hrs 1min 56sec!,Urgency,1,Countdown Timers
Add to Wish List(13 People Have Added),Social Proof,1,Activity Notifications
"No thanks, I don't like getting free stuff.",Misdirection,1,Confirmshaming
"803 Claimed! Hurry, only a few left!",Scarcity,1,Low-stock Messages
ONLY AVAILABLE FOR A LIMITED TIME,Urgency,1,Limited-time Messages
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,1,Countdown Timers
Tight Bud,Not Dark Pattern,0,None
45 ADDED TO BAG IN THE PAST 24 HOURS,Social Proof,1,Activity Notifications
"Jeremy in Warroad, United States purchased a",Social Proof,1,Activity Notifications
Hurry! 1 items left!,Scarcity,1,Low-stock Messages
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,1,Countdown Timers
Safe & Secure Checkout,Not Dark Pattern,0,None
Men's Sports Bottoms,Not Dark Pattern,0,None
Only 2 left.,Scarcity,1,Low-stock Messages
Only 1 items left in stock!,Scarcity,1,Low-stock Messages
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,1,Limited-time Messages
Only 5 pcs left!,Scarcity,1,Low-stock Messages
Contact Support,Not Dark Pattern,0,None
Only 2 Left!,Scarcity,1,Low-stock Messages
Tree Frog Terrariums,Not Dark Pattern,0,None
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,Limited-time Messages
"No thanks, I’d rather pay full price.",Misdirection,1,Confirmshaming
Explore more styles from this printspiration,Not Dark Pattern,0,None
"No Thanks, I don't want official software at the best price.",Misdirection,1,Confirmshaming
"Looks like your cart is empty, let's fix that!",Not Dark Pattern,0,None
2049 sold in the last 7 days,Social Proof,1,Activity Notifications
3 left,Scarcity,1,Low-stock Messages
How to cast on,Not Dark Pattern,0,None
Your order is reserved for 08:53 minutes!,Urgency,1,Countdown Timers
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,Pressured Selling
COMBAT GEARHot,Not Dark Pattern,0,None
"No, I don't want a discount",Misdirection,1,Confirmshaming
62 people have looked at this item in the last few hours.,Social Proof,1,Activity Notifications
00 HRS 57 MINS 56 SECS,Urgency,1,Countdown Timers
Lean To Sheds,Not Dark Pattern,0,None
"Business, Office & Industrial",Not Dark Pattern,0,None
Moroccan Rugs,Not Dark Pattern,0,None
12 customers viewed this product today!,Social Proof,1,Activity Notifications
Graphic Tanks,Not Dark Pattern,0,None
Bioactive Custodians,Not Dark Pattern,0,None
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,Urgency,1,Countdown Timers
Welcome Newcomer,Not Dark Pattern,0,None
Select Your Year,Not Dark Pattern,0,None
Hair type: Wavy,Not Dark Pattern,0,None
Limited Stock!,Scarcity,1,Low-stock Messages
Availability: 5 items left,Scarcity,1,Low-stock Messages
146 people recently purchased this.,Social Proof,1,Activity Notifications
Speak with our customer-care executive who will help you with your buying.,Not Dark Pattern,0,None
Military Discount,Not Dark Pattern,0,None
LIMITED TIME OFFER!,Urgency,1,Limited-time Messages
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated",Social Proof,1,Activity Notifications
Synthesis Alloy Collection,Not Dark Pattern,0,None
ONLY 2 LEFT,Scarcity,1,Low-stock Messages
Terms of Service,Not Dark Pattern,0,None
Landofcoder can power almost ANY marketplace you think of,Not Dark Pattern,0,None
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Social Proof,1,Activity Notifications
Score! You've Qualified for a Checkout Bonus,Misdirection,1,Pressured Selling
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Social Proof,1,Activity Notifications
"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",Not Dark Pattern,0,None
"No, I'll rather pay full price.",Misdirection,1,Confirmshaming
"In Stock, Only 1 Left!",Scarcity,1,Low-stock Messages
PG Picks: Skin Care for Incontinence,Not Dark Pattern,0,None
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,1,Activity Notifications
Only 4 left in stock,Scarcity,1,Low-stock Messages
Temporary Tattoos,Not Dark Pattern,0,None
Boys Shorts,Not Dark Pattern,0,None
,Not Dark Pattern,0,None
Yaris Remotes,Not Dark Pattern,0,None
Animals & Action Figures,Not Dark Pattern,0,None
Tidal Waves Collection,Not Dark Pattern,0,None
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,Trick Questions
How Do Our Crystals Looks in Real Life?,Not Dark Pattern,0,None
E-Gift Cards,Not Dark Pattern,0,None
"no thanks, I like paying full price",Misdirection,1,Confirmshaming
Shop Sale by Print,Not Dark Pattern,0,None
Hype. Home,Not Dark Pattern,0,None
Only 1 item left in stock,Scarcity,1,Low-stock Messages
"HURRY, ONLY 1 LEFT!",Scarcity,1,Low-stock Messages
Politics And Legislation,Not Dark Pattern,0,None
4 days 05:46:20,Urgency,1,Countdown Timers
High demand,Scarcity,1,High-demand Messages
Stone Island Junior,Not Dark Pattern,0,None
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,1,Countdown Timers
Shoes & Clothing,Not Dark Pattern,0,None
Trending Players,Not Dark Pattern,0,None
Status:Only 3 left in stock,Scarcity,1,Low-stock Messages
Feeding Nightwear,Not Dark Pattern,0,None
Search Search,Not Dark Pattern,0,None
All Womens Accessories,Not Dark Pattern,0,None
Highlight Hover,Not Dark Pattern,0,None
Safe & Secure Checkout,Not Dark Pattern,0,None
new merch coming soon,Not Dark Pattern,0,None
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,Activity Notifications
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,1,Countdown Timers
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,1,Countdown Timers
Every Purchase Helps Your NRA:,Not Dark Pattern,0,None
ONLY 4 LEFT,Scarcity,1,Low-stock Messages
shop all,Not Dark Pattern,0,None
Offer ends in 9hrs 55min 29sec!,Urgency,1,Countdown Timers
Kicks Remotes,Not Dark Pattern,0,None
"No Thanks, I'll Pay Full Price",Misdirection,1,Confirmshaming
1 person is viewing this,Social Proof,1,Activity Notifications
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,Pressured Selling
Striped Tops,Not Dark Pattern,0,None
View all Oil & Acrylic Brushes categories,Not Dark Pattern,0,None
"This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.",Not Dark Pattern,0,None
Arrow,Not Dark Pattern,0,None
Juniors' Shoes,Not Dark Pattern,0,None
Hype. Home,Not Dark Pattern,0,None
ADD WORLD'S MOST COMFORTABLE CHAIRS,Misdirection,1,Pressured Selling
V-neck Casual Loose Embroidered Short Sleeve Blouse,Not Dark Pattern,0,None
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,Not Dark Pattern,0,None
Remove selected car filter,Not Dark Pattern,0,None
Only 1 Left in Stock!,Scarcity,1,Low-stock Messages
Frequently Asked Questions,Not Dark Pattern,0,None
Card Storage,Not Dark Pattern,0,None
"No thanks, I’d rather pay more",Misdirection,1,Confirmshaming
232 people are viewing this offer!,Social Proof,1,Activity Notifications
Indoor Festive Lights,Not Dark Pattern,0,None
All Cross Stitch Patterns,Not Dark Pattern,0,None
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
Other Items On Special Offer:,Misdirection,1,Pressured Selling
"No thanks, I hate cool stuff",Misdirection,1,Confirmshaming
STOCK IS GUARANTEED FOR 60 MINUTES,Urgency,1,Countdown Timers
61 people have already bought that product today with 50% discount,Social Proof,1,Activity Notifications
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Search Close,Not Dark Pattern,0,None
1 day 08:15:25,Urgency,1,Countdown Timers
HURRY! ONLY 19 LEFT IN STOCK.,Scarcity,1,Low-stock Messages
Aromatherapy,Not Dark Pattern,0,None
White Camo Windbreaker - Rock N' Roll,Not Dark Pattern,0,None
"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",Social Proof,1,Activity Notifications
LIMITED QUANTITY,Scarcity,1,Low-stock Messages
273 units sold in the last 30 days,Social Proof,1,Activity Notifications
Kimberly R.,Not Dark Pattern,0,None
